"TryNumb,""ID"",""rsqrd"",""mse"""
1,1,0.733012006551048,0.0128903410902859
1,2,-0.0537187986055732,0.00820516217895012
1,3,-0.122668152779519,0.00722183165768512
1,4,0.0181607673096758,0.0108390528948561
1,5,-0.032906484173524,0.00728719533233507
1,6,0.0368111971192047,0.00640117695581652
1,7,-0.0781996807783831,0.011118840927642
1,8,0.0646726047645854,0.023911688252966
1,9,0.043767397045702,0.00745578170327182
1,10,0.0163472698566941,0.0100556624862691
1,11,-0.161718791749791,0.00643637028808599
1,12,-0.0262294061014698,0.0196536632437507
1,13,0.0497270381861495,0.0364918719997016
1,14,0.0367219735767205,0.0181477959875186
1,15,0.0877113936892661,0.00657147674390354
1,16,0.0394903047194222,0.0171065082052464
1,17,0.0285656898376141,0.00581857523922697
1,18,-0.0692332151073842,0.0123259541121935
1,19,-0.0645342585157891,0.0124529115386411
1,20,0.00883814394005211,0.0976511834968254
1,21,0.0108182891304914,0.00967303176377755
1,22,-0.0464947106220486,0.00972385760133505
1,23,-0.0204373795890138,0.0115720256652586
1,24,-0.0394444953520559,0.00892885952200286
1,25,0.041417633665308,0.193547802090243
1,26,0.0963367918438797,0.19441898967785
1,27,-0.0660694723210267,0.00320025979742462
1,28,0.703860813599234,0.00782669884588277
1,29,-0.0235230982897849,0.00963438559287843
1,30,0.0237843143945845,0.029124011250572
1,31,-0.0555382500644275,0.00992287262409055
1,32,-0.0941767722550355,0.00668659842257972
1,33,-0.0328509656198173,0.00425653766621173
1,34,-0.036508324993979,0.00675110852210771
1,35,0.538932929221746,0.0124051531859351
1,36,-0.00699792627310747,0.00934316305729683
1,37,0.106483599613145,0.0112316127996573
1,38,-0.0126626284349041,0.00445215983119082
1,39,0.0459260884263681,0.00591412635479508
1,40,0.195570212017695,0.00641048912888006
1,41,-0.0951685095354353,0.00476525024546636
1,42,-0.041977669766124,0.257799593434011
1,43,-0.116221058029925,0.0114637078007412
1,44,-0.131018050614631,0.0242194546022987
1,45,0.00167234691496676,0.0226890327822984
1,46,0.175584406849979,0.00302300213320821
1,47,0.0888364209641261,0.0357831650220886
1,48,0.0139591507182469,0.00707508613502638
1,49,-0.207359676308847,0.00455335216622375
1,50,0.0283658248084038,0.0124230847785578
1,51,0.0439465935987141,0.00484619145702045
1,52,-0.0218820025029056,0.0224974136740407
1,53,0.535162028827955,0.00950859836845227
1,54,-0.0558964990603028,0.00961548578325697
1,55,0.0536191472686133,0.0113244171953697
1,56,0.513600297324704,0.00879069567761391
1,57,0.0417063276360807,0.0256017725144388
1,58,0.0353168314944028,0.0106966040587361
1,59,0.112771155395491,0.00579443329149359
1,60,0.104263101757516,0.0258423235081767
1,61,-0.0113829187044809,0.00811258743843317
1,62,-0.0326276571238864,0.00856591215111679
1,63,0.18743090014635,0.00938498836727542
1,64,0.0138210850841682,0.0292428626767662
1,65,0.0433383181449452,0.0397528923584848
1,66,-0.103418817303988,0.00469616588091725
1,67,-0.0284380210465212,0.00450432926359349
1,68,0.809452039675986,0.00585502170156432
1,69,0.503915496413289,0.00879731156823435
1,70,0.0663852483379529,0.0176999590014801
1,71,0.0820327413815831,0.0152188780228389
1,72,-0.00789593884044337,0.0860878142527502
1,73,-0.00278968836713478,0.0184438840529677
1,74,-0.019042469228044,0.0156292546289243
1,75,-0.0198736631917917,0.00737255744093711
1,76,-0.096121459383202,0.0105412839954788
1,77,0.15540840401102,0.100465939155095
1,78,-0.212924916574418,0.00458083976789697
1,79,-0.000438600238467535,0.0109855249796612
1,80,-0.076005483697027,0.00724385729765421
1,81,-0.0346591795605409,0.0103903396055078
1,82,0.0419122400239226,0.0154988007852221
1,83,-0.0188709682630348,0.00677363636753414
1,84,-0.0633004138492954,0.0102204739087666
1,85,-0.144578423770948,0.00829563075471868
1,86,-0.0330531765736921,0.0163902403140971
1,87,-0.0289074000526242,0.00498911629611324
1,88,0.0080822784210014,0.0117772455357482
1,89,0.0308725697016735,0.00584260988947199
1,90,-0.0230432465487367,0.0178880515582836
1,91,0.200364662824221,0.0138333920362301
1,92,-0.034537315737226,0.028387675055416
1,93,0.0146005745169776,0.0384641147466157
1,94,-0.00856373454655213,0.0188834736725568
1,95,0.167783779121361,0.0177409084527641
1,96,-0.0566012743799063,0.033268886516152
1,97,-0.0154182618740093,0.010314755127449
1,98,-0.0495512323628773,0.0195862591295878
1,99,-0.0115269174129842,0.0063804794661029
1,100,0.00974422850680146,0.0252535877467685
1,101,0.308815716535808,0.00655391210603231
1,102,0.0292492236903675,0.0192286893106068
1,103,-0.155004278051404,0.00365716675220108
1,104,-0.12152195039958,0.00232864980878982
1,105,0.00338099271790182,0.026302433527539
1,106,-0.0548439073545821,0.00710766234151959
1,107,0.0141972701819971,0.0181636692636389
1,108,0.00443543479207964,0.0132852565126676
1,109,0.014123622064819,0.0448047466636962
1,110,0.429582304542079,0.0731984372353029
1,111,0.0221017057031642,0.0375208201412357
1,112,0.0466514448870011,0.00906257422869936
1,113,-0.00055378020545005,0.01184541076448
1,114,-0.10855490709982,0.00522471516046778
1,115,-0.00503852808170313,0.012541929730834
1,116,0.0203777220972307,0.0955121296691468
1,117,0.0415352389985019,0.0118198097482642
1,118,-0.00940090538119587,0.0791573889277172
1,119,0.436139157408292,0.00540969818218807
1,120,-0.203772817098646,0.00378861761974296
1,121,0.0514912488480929,0.0124923702014162
2,1,0.718560603272212,0.0135880635424871
2,2,-0.0508573783006951,0.00818288069579282
2,3,-0.116138623192567,0.00717982889545829
2,4,0.0102450041014943,0.0109264392746828
2,5,0.0443599119233824,0.00674207790920818
2,6,0.0379436595469073,0.00639365081725069
2,7,-0.0686445882981264,0.0110203048630976
2,8,0.0611552148154061,0.0240016104902033
2,9,0.0495473149892391,0.00741071546487261
2,10,0.0193168132400255,0.0100253055065281
2,11,-0.135029940618323,0.00628850375647296
2,12,-0.0265471739369636,0.0196597489220517
2,13,0.0695447138830948,0.035730844259331
2,14,0.0460302193933632,0.0179724321346657
2,15,0.101166722453761,0.00647455414786781
2,16,0.0379317979477299,0.0171342649358748
2,17,0.0576779240949236,0.00564420243435884
2,18,-0.0626475633352688,0.0122500357434083
2,19,-0.153881649049616,0.0134980964555431
2,20,0.0116217179611796,0.0973769403993411
2,21,0.00956001147816721,0.00968533623682314
2,22,-0.0374871106714287,0.00964016045660935
2,23,-0.0186268721370915,0.0115514940391933
2,24,-0.0388152852335799,0.00892345458813403
2,25,0.0408303364812138,0.193666383532117
2,26,0.109098696966954,0.191673324392377
2,27,-0.0779198716096852,0.00323583379838007
2,28,0.758399452009214,0.00638529048825412
2,29,-0.0244990728575234,0.00964357240588748
2,30,0.0242426496593143,0.0291103374676126
2,31,-0.0397961105251274,0.00977488438636482
2,32,-0.0855633986374944,0.00663396143383662
2,33,-0.014485061293434,0.00418084895008377
2,34,-0.0152585527221205,0.00661270199394188
2,35,0.529619122924433,0.0126557440461049
2,36,-0.00514691476310869,0.00932598893815752
2,37,0.102084882397557,0.0112869052246864
2,38,0.0260972801429979,0.00428175233002939
2,39,0.0484860308548678,0.00589825774881027
2,40,0.234855526509959,0.00609742503647622
2,41,-0.0760469626118407,0.00468204939064082
2,42,-0.0411159033713711,0.257586380586319
2,43,-0.217640087039082,0.0125052919077888
2,44,-0.122915734845082,0.024045952801114
2,45,-0.00148391486681398,0.0227607652709408
2,46,0.180710673748893,0.00300420491988574
2,47,0.099020583543875,0.03538321315989
2,48,0.0125954766454917,0.00708487083261966
2,49,-0.19806492039667,0.0045182985713442
2,50,0.0298350263145046,0.0124042999155578
2,51,0.0537569981989923,0.00479646296000819
2,52,-0.017332292968951,0.0223972487849132
2,53,0.536962009188722,0.009471778462629
2,54,-0.0455712457129545,0.0095214592126051
2,55,0.05339844991744,0.01132705806545
2,56,0.513208175170824,0.00879778249634395
2,57,0.039572691092253,0.0256587747455908
2,58,0.052896858940964,0.0105016731227804
2,59,0.115345996573102,0.00577761717293456
2,60,0.0810000686382977,0.0265134701683487
2,61,-0.00169506785179641,0.0080348784563262
2,62,-0.0281826664706504,0.00852903980977915
2,63,0.161681048589771,0.0096823932985743
2,64,0.0171211108168201,0.029145008019898
2,65,0.0392159875241639,0.0399241907062103
2,66,-0.0912627480041377,0.00464442948038032
2,67,-0.029652094215102,0.00450964663341984
2,68,0.808067551997567,0.0058975632506258
2,69,0.500474203900281,0.00885833770836871
2,70,0.0669824392037797,0.01768863714327
2,71,0.102061194486039,0.0148868285059077
2,72,-0.00339659120961011,0.0857035096949331
2,73,0.00534894122823049,0.0182941937017921
2,74,-0.0122152540684259,0.0155245442882287
