"Date","Close","CloseI","correlation","beta","r2"
"2017-07",1.22899997234344,10502.2001953125,1,0.00102252713252079,1
"2017-08",1.33000004291534,10299.5,-0.794219378784962,-0.000615333118211913,0.630784421637571
"2017-09",1.29999995231628,10381.5,-0.792488129618462,-0.000655854923282579,0.628037435586169
"2017-10",1.25,10523.5,-0.680244761671373,-0.000463466249203595,0.462732935781343
"2017-11",1.26999998092651,10211,-0.533011258870617,-0.000246492321702387,0.28410100208284
"2017-12",1.31400001049042,10043.900390625,-0.608491215211312,-0.000195441671003281,0.370261558989339
"2018-01",1.4190000295639,10451.5,-0.239070252267389,-0.000108502564808325,0.0571545855191931
"2018-02",1.43099999427795,9840.2998046875,-0.557406276867678,-0.000205179045797642,0.310701757491486
"2018-03",1.40199995040894,9600.400390625,-0.626368103088474,-0.000173981822667763,0.392337000566653
"2018-04",1.50100004673004,9980.599609375,-0.639161038509177,-0.00020986232344623,0.40852683314813
"2018-05",1.47800004482269,9465.5,-0.71349567902789,-0.000206824528155683,0.509076083991469
"2018-06",1.46099996566772,9622.7001953125,-0.746412423619972,-0.000210195583120208,0.55713150613424
"2018-07",1.44400000572205,9870.7001953125,-0.755051202220917,-0.00021577382806691,0.570102317975252
"2018-08",1.35000002384186,9399.099609375,-0.665322593694169,-0.000169659657492242,0.442654153679937
"2018-09",1.40499997138977,9389.2001953125,-0.655501383946133,-0.00015480422147909,0.429682064355295
"2018-10",1.13100004196167,8893.5,-0.188707172375171,-4.28992188378258e-05,0.0356103969058326
"2018-11",1.06500005722046,9077.2001953125,0.0626675001257,1.54022831965704e-05,0.00392721557200461
"2018-12",1.14999997615814,8539.900390625,0.220675328988848,4.85988680776368e-05,0.0486976008243365
"2019-01",1.02499997615814,9056.7001953125,0.320795305079677,7.65514835326849e-05,0.102909627761163
"2019-02",1.02999997138977,9277.7001953125,0.363264705619859,9.29328416626312e-05,0.131961246349083
"2019-03",0.958000004291534,9240.2998046875,0.402982655440684,0.000112574961058431,0.162395020586025
"2019-04",1.02400004863739,9570.599609375,0.400383001716467,0.000117624991003196,0.160306548063488
"2019-05",0.873000025749207,9004.2001953125,0.459475707868586,0.000145294685684418,0.211117926121339
"2019-06",0.785000026226044,9198.7998046875,0.48115602514242,0.000168859709494531,0.231511120530853
"2019-07",0.714999973773956,8971,0.524400484914859,0.000200820727266955,0.27499586857894
"2019-08",0.670000016689301,8812.900390625,0.57251215451189,0.000233885282043671,0.327770167063846
"2019-09",0.730000019073486,9244.599609375,0.574973440105208,0.000248464866933509,0.330594456826418
"2019-10",0.811500012874603,9257.5,0.580581171252888,0.000258401152878674,0.337074496413375
"2019-11",0.914499998092651,9352,0.583353917241472,0.000262995992806575,0.34030179276097
"2019-12",0.967999994754791,9549.2001953125,0.579721033780926,0.00026363253918791,0.336076477008026
"2020-01",0.90149998664856,9367.900390625,0.581577414289721,0.000267826407198532,0.338232288811918
"2020-02",0.834999978542328,8723.2001953125,0.603564133631207,0.00027412179999889,0.36428966340599
"2020-03",0.529999971389771,6785.39990234375,0.670758961715402,0.00025024520147976,0.449917584721524
"2020-04",0.493999987840652,6922.2998046875,0.722935506307723,0.000248434253883297,0.522635746280403
"2020-05",0.490200012922287,7096.5,0.758923713123331,0.000251097890525654,0.575965202340903
"2020-06",0.455000013113022,7231.39990234375,0.786733129481453,0.000257032814659444,0.618949017023681
"2020-07",0.470400005578995,6877.39990234375,0.807579833582393,0.000255568609392462,0.652185187608965
"2020-08",0.602999985218048,6969.5,0.81545479146682,0.000249114780518083,0.664966516926194
"2020-09",0.640500009059906,6716.60009765625,0.817199198889636,0.000238933761859247,0.667814530665863
"2020-10",0.546500027179718,6452.2001953125,0.824636432001891,0.00023198456839824,0.680025244984809
"2020-11",0.662500023841858,8076.89990234375,0.827570415390222,0.000234100382678613,0.684872792429144
"2020-12",0.714999973773956,8073.7001953125,0.83028147166892,0.000235229780973321,0.689367322196708
"2021-01",0.570999979972839,7757.5,0.834882924925261,0.000238025901811451,0.697029498331759
"2021-02",0.726000010967255,8225,0.836449134292428,0.000239082155849965,0.699647154258552
"2021-03",0.857500016689301,8580,0.836828378759414,0.000239312926665314,0.70028173549711
"2021-04",0.820500016212463,8815,0.835686790692263,0.000239565584405367,0.698372412137534
"2021-05",0.91100001335144,9148.900390625,0.834187843406588,0.000239146583080454,0.695869358087334
"2021-06",0.865000009536743,8821.2001953125,0.833806116254547,0.000239300983409533,0.695232639503491
"2021-07",0.775499999523163,8675.7001953125,0.833026813928514,0.000239869923262506,0.693933672723891
"2021-08",0.783500015735626,8846.599609375,0.831025301073125,0.00024008918421239,0.690603051023678
"2021-09",0.901000022888184,8796.2998046875,0.831044982825329,0.000240160097250273,0.690635763479152
"2021-10",0.925000011920929,9057.7001953125,0.830499470719327,0.000240004020154607,0.689729370865083
"2021-11",0.777999997138977,8305.099609375,0.831588078381416,0.000240372435781996,0.691538732106097
"2021-12",0.869000017642975,8713.7998046875,0.831671526520933,0.000240512091400095,0.691677528025659
"2022-01",0.91100001335144,8612.7998046875,0.831686325158921,0.000240396811748163,0.691702143456351
"2022-02",0.838500022888184,8479.2001953125,0.832161530470666,0.000240512273274226,0.692492812795281
"2022-03",0.943000018596649,8445.099609375,0.831100552097201,0.000239814045725709,0.690728127696272
"2022-04",0.901000022888184,8584.2001953125,0.8311659841122,0.000239721605514176,0.690836893145202
"2022-05",0.92849999666214,8851.5,0.831152710948691,0.000239731355794197,0.690814828917358
"2022-06",0.933499991893768,8098.7001953125,0.827938200360847,0.000237641945664722,0.685481663616758
"2022-07",0.844500005245209,8156.2001953125,0.827950867238377,0.000236958984987023,0.68550263856078
"2022-08",0.896499991416931,7886.10009765625,0.824549871527288,0.000234313191234737,0.679882490635667
"2022-09",0.926500022411346,7366.7998046875,0.812845233926191,0.000227185595863788,0.660717374316524
"2022-10",0.896000027656555,7956.5,0.810618000689386,0.000225366808904427,0.657101543041657
"2022-11",0.990000009536743,8363.2001953125,0.808355630431267,0.000224442608114032,0.653438825249931
"2022-12",1.03100001811981,8229.099609375,0.803456918599281,0.0002226814269778,0.645543020045052
"2023-01",1.12699997425079,9034,0.802996183892539,0.000223112346937253,0.644802871345981
"2023-02",1.17799997329712,9314.2998046875,0.803715193198629,0.000223932967745969,0.645958111778309
