"Date","Close","CloseI","correlation","beta","sdC","sdI","r2"
"2021-07",-0.0235698703203298,-0.0164943541443847,-1,-3.13294856530014,0.0428094183658955,0.013664258277344,1
"2021-08",0.0522912909054893,0.0196986306828395,0.357685624092764,0.509120412375554,0.0401142025980146,0.0281824755843228,0.12793900568263
"2021-09",-0.0491344659709371,-0.00568577836779183,0.158651044907338,0.331005406474778,0.0483131413109842,0.0231565110472828,0.0251701540501902
"2021-10",0.036288380325932,0.0297170851868533,0.327013621703528,0.542600987504363,0.0442416932967883,0.0266634906468229,0.106937908779658
"2021-11",-0.120689551028534,-0.0830895889363817,0.766767988705976,1.24900008961149,0.0666134250913738,0.0408943461277227,0.587933148504207
"2021-12",0.0671939805195199,0.049210751771255,0.816749198791991,1.23951570929775,0.0676619194930676,0.0445842018137878,0.667079253727359
"2022-01",-0.011501310535226,-0.0115908102393709,0.817187590536698,1.24136013082548,0.0627724919705055,0.0413231424077154,0.667795558127175
"2022-02",-0.0572327901075542,-0.0155117513938138,0.799637935181073,1.27039235769318,0.0615851672486768,0.0387642728471187,0.639420827380649
"2022-03",-0.0563507093715014,-0.00402167482215499,0.764365445583354,1.255598018269,0.0600659469594582,0.0365661092515486,0.584254534401838
"2022-04",-0.0186380085085461,0.0164711598881655,0.741589559661218,1.19348112501646,0.0570128920204658,0.0354259188538795,0.549955074998518
"2022-05",-0.0445580573002102,0.0311385800197743,0.649745415672602,1.01245715619903,0.0551118027310018,0.0353680557786308,0.422169105187563
"2022-06",-0.0232588205065283,-0.0850477099573519,0.559326905292944,0.721665170210599,0.0528066802604562,0.0409278405943515,0.312846586984582
"2022-07",-0.13910972768471,0.00709990475178723,0.409604324036891,0.625878433715664,0.0604231349654611,0.039543745271404,0.167775702269719
"2022-08",-0.0110803992109295,-0.0331159230019245,0.392121142812364,0.591423999838439,0.0583374868290351,0.038678447290694,0.153758990640474
"2022-09",-0.0831565968364277,-0.0658500762782717,0.444489637788303,0.647913710486788,0.0582574141019284,0.0399664592267914,0.197571038101177
"2022-10",-0.0140332606908806,0.0800483535520096,0.413414708988222,0.521933905410586,0.056506891917494,0.0447581198227055,0.170911721607816
"2022-11",0.0553506175295826,0.0511154647536605,0.472310344772386,0.603073127469014,0.058157255430216,0.0455471685142734,0.22307706177901
"2022-12",0.0378224442666288,-0.0160346019233956,0.44307061336626,0.581294240452417,0.0581859294394675,0.0443501305396833,0.196311568428753
"2023-01",-0.0721898489231091,0.0978114774194758,0.287283108791038,0.340128798838373,0.0578564126822732,0.0488672824989423,0.0825315845966435
"2023-02",-0.0287206536398402,0.0310272088429822,0.280777454576777,0.329336236876365,0.0564109263170091,0.0480934513973753,0.0788359789986143
