"Date","Close"
"2000-01",-0.563316345214844
"2000-02",-0.647510528564453
"2000-03",-0.795563995838165
"2000-04",-0.804482936859131
"2000-05",-0.856212079524994
"2000-06",-0.706375062465668
"2000-07",6.18078660964966
"2000-08",5.77943658828735
"2000-09",6.00419187545776
"2000-10",6.87110662460327
"2000-11",6.72662019729614
"2000-12",6.48581123352051
"2001-01",7.13182592391968
"2001-02",7.47298336029053
"2001-03",7.47298336029053
"2001-04",7.96035194396973
"2001-05",7.78164911270142
"2001-06",7.3105263710022
"2001-07",7.96546840667725
"2001-08",8.16887092590332
"2001-09",7.08624839782715
"2001-10",7.85720443725586
"2001-11",7.84736299514771
"2001-12",7.6275577545166
"2002-01",8.05073833465576
"2002-02",8.29973220825195
"2002-03",9.12970542907715
"2002-04",9.46169471740723
"2002-05",8.89731311798096
"2002-06",8.20013523101807
"2002-07",7.61209058761597
"2002-08",7.04202175140381
"2002-09",6.66644859313965
"2002-10",6.97830772399902
"2002-11",7.62885665893555
"2002-12",7.17615604400635
"2003-01",7.30835199356079
"2003-02",7.42392683029175
"2003-03",7.81483888626099
"2003-04",7.79784202575684
"2003-05",7.97120237350464
"2003-06",8.27033710479736
"2003-07",8.99979972839355
"2003-08",9.27460384368896
"2003-09",9.10628700256348
"2003-10",9.63871765136719
"2003-11",9.82077503204346
"2003-12",10.0440530776978
"2004-01",10.4373531341553
"2004-02",10.2530241012573
"2004-03",10.2843227386475
"2004-04",10.3051919937134
"2004-05",10.2773666381836
"2004-06",10.5938625335693
"2004-07",10.483606338501
"2004-08",10.7184705734253
"2004-09",10.636622428894
"2004-10",10.6330661773682
"2004-11",10.9568977355957
"2004-12",12.608081817627
"2005-01",13.5314264297485
"2005-02",14.1191177368164
"2005-03",14.3041286468506
"2005-04",15.1457633972168
"2005-05",16.2449626922607
"2005-06",16.9015827178955
"2005-07",17.1103591918945
"2005-08",17.1508407592773
"2005-09",18.2512912750244
"2005-10",16.8453674316406
"2005-11",17.3017425537109
"2005-12",17.6292972564697
"2006-01",19.8311767578125
