"Date","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1"
"2002-04",0,0.0977143194182837,0.0140372681841927,-0.0115519704610477,-1,-0.733942220214554,-22.9581252725574,-2.74807501122376,0.0562722347733973,0.0519776167257575,0.0024510814408989,0.0138819236248488,1,0.538671182613469
"2002-05",0.0977143194182837,0.0728793842540336,-0.0115519704610477,-0.0250784855353026,-0.733942220214554,-0.569042308718562,-2.74807501122376,-1.3171906926489,0.0519776167257575,0.0429952764674317,0.0138819236248488,0.0185744793988927,0.538671182613469,0.323809149111751
"2002-06",0.0728793842540336,-0.141193597639975,-0.0250784855353026,-0.1304293028945,-0.569042308718562,0.832392137532107,-1.3171906926489,1.38368287764074,0.0429952764674317,0.0984287550080933,0.0185744793988927,0.059212499554456,0.323809149111751,0.69287667062527
"2002-07",-0.141193597639975,0.0310727141609619,-0.1304293028945,-0.0960075503128164,0.832392137532107,0.717852121310094,1.38368287764074,1.05948408337734,0.0984287550080933,0.0881187726675252,0.059212499554456,0.0597047646860174,0.69287667062527,0.515311668069403
"2002-08",0.0310727141609619,-0.123288134409544,-0.0960075503128164,0.0298274041013658,0.717852121310094,0.28588226204256,1.05948408337734,0.461481693757137,0.0881187726675252,0.0976845058428484,0.0597047646860174,0.0605143559856133,0.515311668069403,0.0817286677505708
"2002-09",-0.123288134409544,-0.0843749969321915,0.0298274041013658,-0.156004781069707,0.28588226204256,0.411897893940194,0.461481693757137,0.549221863652805,0.0976845058428484,0.0954998080543122,0.0605143559856133,0.0716216385626822,0.0817286677505708,0.169659875032367
"2002-10",-0.0843749969321915,0.129010555433446,-0.156004781069707,0.130290642263722,0.411897893940194,0.576355003528686,0.549221863652805,0.649995340197156,0.0954998080543122,0.100397767669604,0.0716216385626822,0.0890233393395329,0.169659875032367,0.332185090092551
"2002-11",0.129010555433446,0.157799436519977,0.130290642263722,0.0889663817312154,0.576355003528686,0.651229720242862,0.649995340197156,0.754763847326783,0.100397767669604,0.106014865334084,0.0890233393395329,0.0914723609743967,0.332185090092551,0.424100148527597
"2002-12",0.157799436519977,-0.184856395153594,0.0889663817312154,-0.0970294641972248,0.651229720242862,0.677250565996775,0.754763847326783,0.887754039248065,0.106014865334084,0.118330855710534,0.0914723609743967,0.0902723451111761,0.424100148527597,0.458668329142952
"2003-01",-0.184856395153594,-0.0736705114984135,-0.0970294641972248,-0.014775747233546,0.677250565996775,0.659653290334238,0.887754039248065,0.880958970468664,0.118330855710534,0.114981266661191,0.0902723451111761,0.0860968256438802,0.458668329142952,0.435142463448787
