"Date","Close","CloseI","correlation","beta","r2"
"2000-02",17.7903213500977,12585.7998046875,1,0.00102639847348326,1
"2000-03",17.3645114898682,11935,0.989092523114073,0.00104954713506309,0.978304019280164
"2000-04",16.4532794952393,11467.900390625,0.978146940007272,0.00108768494267838,0.956771436245589
"2000-05",16.1381797790527,10688.5,0.969295061704338,0.000974161685189524,0.939532916644416
"2000-06",16.4532794952393,10581.2998046875,0.921717580840478,0.000828532831707843,0.849563298830423
"2000-07",16.4532794952393,10531.599609375,0.894909262094822,0.000747884433162943,0.800862587383098
"2000-08",15.5420455932617,10884.7001953125,0.830581779973277,0.000815853056240082,0.689866093223577
"2000-09",16.0870838165283,10950,0.830778074544683,0.000828983935918972,0.690192209144171
"2000-10",17.2367687225342,10363.099609375,0.605083219147599,0.000600380905636842,0.366125702094021
"2000-11",16.6576671600342,9214.5,0.431395856083271,0.000327921892008977,0.186102384645818
"2000-12",16.5214080810547,9109.7998046875,0.375454181360493,0.000242172204536727,0.140965842301078
"2001-01",16.8109588623047,10116,0.344870878518061,0.000219977356268948,0.118935922849819
"2001-02",15.490948677063,9551.400390625,0.43452740577964,0.00029298473305542,0.188814066373584
"2001-03",15.3291416168213,9308.2998046875,0.516095104771736,0.000362485205759778,0.266354157169349
"2001-04",16.6917324066162,9761,0.483543146104679,0.000334509282441733,0.233813974144811
"2001-05",15.6612730026245,9500.7001953125,0.51819731385809,0.000361512708029516,0.26852845608974
"2001-06",16.2659225463867,8878.400390625,0.499207763651569,0.000325295999199173,0.249208391290001
"2001-07",17.0068302154541,8480,0.361930359610654,0.000221682310991453,0.130993585207898
"2001-08",17.6881256103516,8321.099609375,0.153172941133321,9.48643330681396e-05,0.023461949895432
"2001-09",17.0323791503906,7314,0.0473990815495122,2.60080992477352e-05,0.00224667293173731
"2001-10",16.9897994995117,7774.2998046875,-0.0101493767519385,-5.25386360955481e-06,0.000103009848452789
"2001-11",16.6746997833252,8364.7001953125,-0.02070861059957,-1.04117551781728e-05,0.000428846552964621
"2001-12",15.925274848938,8397.599609375,0.021348156130019,1.06547618134044e-05,0.000455743770151667
"2002-01",17.6881256103516,8050.39990234375,-0.0672088843872666,-3.4457858686637e-05,0.00451703414058097
"2002-02",17.1686382293701,8135.5,-0.103793684635787,-5.26150513271662e-05,0.0107731289702731
"2002-03",16.6491508483887,8249.7001953125,-0.105524387129833,-5.24395970621683e-05,0.0111353962791268
"2002-04",19.1188468933105,8154.39990234375,-0.200917633964891,-0.000120478242633019,0.0403678956380501
"2002-05",17.0323791503906,7949.89990234375,-0.213281668131925,-0.000125286999888311,0.0454890699611367
"2002-06",16.6065692901611,6913,-0.195268124544343,-0.000108318209801424,0.0381296404630652
