"Date","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1"
"2000-04",0.0172186896404867,-0.0234376255332941,-0.0517090288012442,-0.0391369977387258,1,0.956975582198285,0.573895045509058,0.67870227010556,1,0.915802264923747
"2000-05",-0.0234376255332941,0,-0.0391369977387258,-0.0679636362335795,0.956975582198285,0.95477103660206,0.67870227010556,0.643989093413068,0.915802264923747,0.911587732334173
"2000-06",0,0.0433330904423994,-0.0679636362335795,-0.0100294992797176,0.95477103660206,0.947513889380288,0.643989093413068,0.63985346026587,0.911587732334173,0.897782570568561
"2000-07",0.0433330904423994,-0.00319483635430395,-0.0100294992797176,-0.00469698871460167,0.947513889380288,0.916928082175479,0.63985346026587,0.64266802304448,0.897782570568561,0.840757107882002
"2000-08",-0.00319483635430395,0.0711540081893434,-0.00469698871460167,0.0335277601879835,0.916928082175479,0.914900916158287,0.64266802304448,0.659026332566022,0.840757107882002,0.837043686387274
"2000-09",0.0711540081893434,0.0245361067154792,0.0335277601879835,0.00599923451823914,0.914900916158287,0.911475821433976,0.659026332566022,0.658153768851653,0.837043686387274,0.830788173058741
"2000-10",0.0245361067154792,-0.102824434014668,0.00599923451823914,-0.053598261770555,0.911475821433976,0.826032784966371,0.658153768851653,0.78674468688623,0.830788173058741,0.682330161839299
"2000-11",-0.102824434014668,0.00719030159545042,-0.053598261770555,-0.110835547927152,0.826032784966371,0.758328467063617,0.78674468688623,0.642244580702079,0.682330161839299,0.575062063959055
"2000-12",0.00719030159545042,0.0285527813658906,-0.110835547927152,-0.0113624537100724,0.758328467063617,0.757640712571972,0.642244580702079,0.642658606353467,0.575062063959055,0.574019449346565
"2001-01",0.0285527813658906,0.0893378266303639,-0.0113624537100724,0.110452502919571,0.757640712571972,0.788385934486225,0.642658606353467,0.627145193500825,0.574019449346565,0.621552381695718
"2001-02",0.0893378266303639,-0.0593022648411071,0.110452502919571,-0.0558125894048852,0.788385934486225,0.790723659720134,0.627145193500825,0.664309588076976,0.621552381695718,0.625243906041203
"2001-03",-0.0593022648411071,-0.0451171762827013,-0.0558125894048852,-0.0254518525607365,0.790723659720134,0.777941884236564,0.664309588076976,0.677279878167674,0.625243906041203,0.605193575249536
"2001-04",-0.0451171762827013,0.0444904317274089,-0.0254518525607365,0.0486340878306037,0.777941884236564,0.781767441984078,0.677279878167674,0.671471701505318,0.605193575249536,0.611160333346329
"2001-05",0.0444904317274089,0.00499378584435184,0.0486340878306037,-0.026667356327313,0.781767441984078,0.782046849958682,0.671471701505318,0.670202086569115,0.611160333346329,0.611597275530298
"2001-06",0.00499378584435184,-0.0509315517071479,-0.026667356327313,-0.0655003794440515,0.782046849958682,0.793231252810414,0.670202086569115,0.689961360793196,0.611597275530298,0.629215820435179
"2001-07",-0.0509315517071479,-0.07900689679753,-0.0655003794440515,-0.0448730365255443,0.793231252810414,0.781515339913889,0.689961360793196,0.719327848311695,0.629215820435179,0.610766226520721
"2001-08",-0.07900689679753,0.0150108318873716,-0.0448730365255443,-0.0187382730326477,0.781515339913889,0.77986725949689,0.719327848311695,0.718018314965646,0.610766226520721,0.60819294243519
"2001-09",0.0150108318873716,-0.211267539193585,-0.0187382730326477,-0.12102958209191,0.77986725949689,0.789457889940787,0.718018314965646,0.886317812592932,0.60819294243519,0.62324375998976
"2001-10",-0.211267539193585,0.118114312431485,-0.12102958209191,0.0629340685465047,0.789457889940787,0.805035149746069,0.886317812592932,0.929087431297958,0.62324375998976,0.648081592326677
"2001-11",0.118114312431485,0.105390291953424,0.0629340685465047,0.0759425314428377,0.805035149746069,0.820096686424313,0.929087431297958,0.947010678910604,0.648081592326677,0.672558575084138
"2001-12",0.105390291953424,0.0116450877764127,0.0759425314428377,0.00393312944431146,0.820096686424313,0.819918167171678,0.947010678910604,0.946094170653802,0.672558575084138,0.672265800858163
"2002-01",0.0116450877764127,-0.0441435564800905,0.00393312944431146,-0.0413450983953847,0.819918167171678,0.821852083270789,0.946094170653802,0.95219361527105,0.672265800858163,0.675440846776535
"2002-02",-0.0441435564800905,0.0106061748856547,-0.0413450983953847,0.010570926467693,0.821852083270789,0.821133225391691,0.95219361527105,0.949541655333177,0.675440846776535,0.674259773842161
"2002-03",0.0106061748856547,-0.00599697792661358,0.010570926467693,0.0140372224880048,0.821133225391691,0.816666214401174,0.949541655333177,0.94228685116324,0.674259773842161,0.666943705744344
"2002-04",-0.00599697792661358,-0.0143907134262981,0.0140372224880048,-0.0115519235804749,0.816666214401174,0.816103019440771,0.94228685116324,0.942736585053187,0.666943705744344,0.666024138340344
"2002-05",-0.0143907134262981,-0.00231852498125373,-0.0115519235804749,-0.0250784511844593,0.816103019440771,0.815732924987552,0.942736585053187,0.941210403151909,0.666024138340344,0.665420204908747
"2002-06",-0.00231852498125373,-0.113090833579497,-0.0250784511844593,-0.130429308229972,0.815732924987552,0.833509856294355,0.941210403151909,0.94340892595392,0.665420204908747,0.694738680539836
"2002-07",-0.113090833579497,-0.150620693001582,-0.130429308229972,-0.0960075746178258,0.833509856294355,0.84016360279973,0.94340892595392,0.990148543796705,0.694738680539836,0.705874879469423
"2002-08",-0.150620693001582,0.037305927658549,-0.0960075746178258,0.0298274343982481,0.84016360279973,0.841970539556782,0.990148543796705,0.989295358328401,0.705874879469423,0.708914389481538
"2002-09",0.037305927658549,-0.244755470035031,0.0298274343982481,-0.156004783198806,0.841970539556782,0.862064849782855,0.989295358328401,1.08473902341079,0.708914389481538,0.743155805231136
