"Date","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1"
"2000-04",-3.37921753085274,-0.0139535496729187,-0.0517090542346871,-0.0391369593108505,1,0.578259188194727,16.5331021161519,9.62042768107098,2.49345367438776,1.99104449083822,0.150815839451678,0.119676568350184,1,0.334383688731625
"2000-05",-0.0139535496729187,-0.110849018006075,-0.0391369593108505,-0.0679636519394744,0.578259188194727,0.380351697885367,9.62042768107098,5.98056432159939,1.99104449083822,1.69665569892296,0.119676568350184,0.107903843368355,0.334383688731625,0.144667414084282
"2000-06",-0.110849018006075,-0.0689656259711569,-0.0679636519394744,-0.0100294891998409,0.380351697885367,0.358128509064039,5.98056432159939,5.77621646333299,1.69665569892296,1.50918688969031,0.107903843368355,0.093570394069324,0.144667414084282,0.128256029004431
"2000-07",-0.0689656259711569,-2.40562277780198,-0.0100294891998409,-0.00469698394619567,0.358128509064039,0.324959849079246,5.77621646333299,5.90755838509584,1.50918688969031,1.52165485158201,0.093570394069324,0.0837023857721504,0.128256029004431,0.105598903513606
"2000-08",-2.40562277780198,0,-0.00469698394619567,0.0335277259898086,0.324959849079246,0.353664590954026,5.90755838509584,6.55008229041784,1.52165485158201,1.43682852929033,0.0837023857721504,0.0775799984720684,0.105598903513606,0.125078642894678
"2000-09",0,-0.028571428571429,0.0335277259898086,0.00599922859755209,0.353664590954026,0.348814311781407,6.55008229041784,6.6056018446142,1.43682852929033,1.36031430803492,0.0775799984720684,0.071832530982847,0.125078642894678,0.121671424103537
"2000-10",-0.028571428571429,-0.0852942560814219,0.00599922859755209,-0.0535982091894978,0.348814311781407,0.285394993672147,6.6056018446142,5.2746099263362,1.36031430803492,1.29061691464837,0.071832530982847,0.0698318190981541,0.121671424103537,0.081450302413125
"2000-11",-0.0852942560814219,-0.102893918859438,-0.0535982091894978,-0.110835527271775,0.285394993672147,0.184723776303695,5.2746099263362,3.06255475077065,1.29061691464837,1.22951979702368,0.0698318190981541,0.0741608096603712,0.081450302413125,0.0341228735318975
"2000-12",-0.102893918859438,-0.186379835852126,-0.110835527271775,-0.0113625476490857,0.184723776303695,0.184714460127784,3.06255475077065,3.08011036338341,1.22951979702368,1.1732285976462,0.0741608096603712,0.0703586110410157,0.0341228735318975,0.0341194317802986
"2001-01",-0.186379835852126,0.409691554598687,-0.0113625476490857,0.110452503554991,0.184714460127784,0.273027338858065,3.08011036338341,4.14277914577981,1.1732285976462,1.15359950029427,0.0703586110410157,0.0760272731396234,0.0341194317802986,0.0745439277639168
"2001-02",0.409691554598687,-0.0843749613131788,0.110452503554991,-0.0558125355254053,0.273027338858065,0.246630313881258,4.14277914577981,3.68766094832243,1.15359950029427,1.11007403348841,0.0760272731396234,0.0742416157958413,0.0745439277639168,0.0608265117251679
