"Date","Close"
"2007-06",10.5139827728271
"2007-07",10.7938756942749
"2007-08",10.7508153915405
"2007-09",10.9876499176025
"2007-10",12.0498142242432
"2007-11",11.5187301635742
"2007-12",10.8010530471802
"2008-01",9.32981109619141
"2008-02",10.0331373214722
"2008-03",9.27239894866943
"2008-04",9.65994548797607
"2008-05",10.3058156967163
"2008-06",10.1223068237305
"2008-07",9.9828405380249
"2008-08",10.5407037734985
"2008-09",4.78589010238647
"2008-10",5.06482267379761
"2008-11",5.21163034439087
"2008-12",4.03717756271362
"2009-01",4.80057048797607
"2009-02",5.05014276504517
"2009-03",4.78589010238647
"2009-04",5.05748271942139
"2009-05",6.31267738342285
"2009-06",6.02503204345703
"2009-07",6.74956178665161
"2009-08",6.33009767532349
"2009-09",6.7648138999939
"2009-10",6.86396074295044
"2009-11",6.94785404205322
"2009-12",6.97073221206665
"2010-01",7.2834267616272
"2010-02",7.51984977722168
"2010-03",7.1080117225647
"2010-04",6.2385778427124
"2010-05",5.34626197814941
"2010-06",5.16129970550537
"2010-07",5.82649898529053
"2010-08",6.40353870391846
"2010-09",6.45963954925537
"2010-10",5.44982004165649
"2010-11",4.96093845367432
"2010-12",5.46584892272949
"2011-01",6.78021717071533
"2011-02",6.66000080108643
"2011-03",6.31537914276123
"2011-04",6.17112016677856
"2011-05",6.48368310928345
"2011-06",6.15263223648071
"2011-07",5.52905464172363
"2011-08",4.73918867111206
"2011-09",4.39829969406128
"2011-10",4.48144388198853
"2011-11",4.24032688140869
"2011-12",4.41492795944214
"2012-01",4.46481466293335
"2012-02",5.32950830459595
"2012-03",5.42928171157837
"2012-04",5.38770961761475
"2012-05",4.82497262954712
"2012-06",4.84208345413208
"2012-07",5.38959741592407
"2012-08",5.15861415863037
"2012-09",5.1842794418335
"2012-10",5.90289258956909
"2012-11",6.09110021591187
"2012-12",6.37341213226318
"2013-01",7.80208301544189
"2013-02",8.32393360137939
"2013-03",8.34104442596436
"2013-04",8.58913707733154
"2013-05",8.09619045257568
"2013-06",8.46143436431885
"2013-07",8.55709362030029
"2013-08",8.04401302337646
"2013-09",8.13967227935791
"2013-10",9.57455253601074
"2013-11",9.93979167938232
"2013-12",10.2963380813599
"2014-01",10.2963380813599
"2014-02",11.0789966583252
"2014-03",10.7746295928955
"2014-04",10.4963512420654
"2014-05",10.3137311935425
"2014-06",10.3050336837769
"2014-07",9.93979167938232
"2014-08",10.3746032714844
"2014-09",10.1050214767456
"2014-10",11.3920621871948
"2014-11",12.070369720459
"2014-12",11.9573173522949
"2015-01",13.4530687332153
"2015-02",11.7573041915894
"2015-03",14.8879470825195
"2015-04",14.6096668243408
"2015-05",16.3489112854004
"2015-06",15.587851524353
"2015-07",15.7285213470459
"2015-08",15.3680562973022
"2015-09",14.0229110717773
"2015-10",15.4120149612427
"2015-11",15.2801389694214
"2015-12",16.379114151001
"2016-01",15.587851524353
"2016-02",13.7064065933228
"2016-03",12.9854803085327
"2016-04",12.6162252426147
"2016-05",12.6582584381104
"2016-06",11.9540319442749
"2016-07",12.8098011016846
"2016-08",12.1858034133911
"2016-09",12.2036304473877
"2016-10",11.6866035461426
"2016-11",12.3997449874878
"2016-12",13.1574573516846
"2017-01",13.2822580337524
"2017-02",13.4248867034912
"2017-03",13.5675134658813
"2017-04",14.7798538208008
"2017-05",13.9652786254883
"2017-06",12.8729705810547
"2017-07",7.38435506820679
"2017-08",7.7815580368042
"2017-09",7.7725305557251
"2017-10",7.50171089172363
"2017-11",7.61003923416138
"2017-12",7.53781986236572
"2018-01",7.88988542556763
"2018-02",7.93953609466553
"2018-03",8.65720844268799
"2018-04",9.32523155212402
"2018-05",9.92544746398926
"2018-06",10.5406227111816
"2018-07",11.2384338378906
"2018-08",14.5989465713501
"2018-09",15.8935689926147
"2018-10",14.6999454498291
"2018-11",13.8276815414429
"2018-12",12.2759695053101
"2019-01",13.5889568328857
"2019-02",14.1398591995239
"2019-03",13.9562253952026
"2019-04",13.1849594116211
"2019-05",14.3428030014038
"2019-06",15.1055221557617
"2019-07",15.2915496826172
"2019-08",16.1100769042969
"2019-09",14.9287939071655
"2019-10",15.6450033187866
"2019-11",14.3428030014038
"2019-12",13.6172933578491
"2020-01",12.417407989502
"2020-02",10.9663848876953
"2020-03",9.80370616912842
"2020-04",10.9756851196289
"2020-05",11.2618064880371
"2020-06",11.147762298584
"2020-07",8.94766998291016
"2020-08",8.75759887695312
"2020-09",9.28601360321045
"2020-10",8.90778541564941
"2020-11",10.5128345489502
"2020-12",10.5904197692871
"2021-01",10.9395542144775
"2021-02",10.7164964675903
"2021-03",12.5397548675537
"2021-04",12.6658325195312
"2021-05",13.7826461791992
"2021-06",14.4506578445435
"2021-07",13.1342821121216
"2021-08",14.1264762878418
"2021-09",13.4781122207642
"2021-10",12.6234502792358
"2021-11",10.5506496429443
"2021-12",11.1007776260376
"2022-01",11.189190864563
"2022-02",11.5330200195312
"2022-03",11.3267221450806
"2022-04",12.2010316848755
"2022-05",10.3599996566772
"2022-06",10.5799999237061
"2022-07",9.41499996185303
"2022-08",8.99499988555908
"2022-09",9.85999965667725
"2022-10",9.4350004196167
"2022-11",9.25500011444092
"2022-12",9.03999996185303
"2023-01",9.25500011444092
"2023-02",9.08500003814697
