"Date","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1"
"2000-04",0.0875913007590761,0,-0.0517090542346871,-0.0391369593108505,-1,-0.89703617903694,-0.840674948226061,-0.672046207783681,0.126787098022709,0.089659910937654,0.150815839451678,0.119676568350184,1,0.804673906501192
"2000-05",0,-0.0223713437934721,-0.0391369593108505,-0.0679636519394744,-0.89703617903694,-0.743894640254351,-0.672046207783681,-0.509856491003952,0.089659910937654,0.0739560039400452,0.119676568350184,0.107903843368355,0.804673906501192,0.553379235799151
"2000-06",-0.0223713437934721,-0.0160183878069318,-0.0679636519394744,-0.0100294891998409,-0.743894640254351,-0.737969567501922,-0.509856491003952,-0.506216825046821,0.0739560039400452,0.0641854486825159,0.107903843368355,0.093570394069324,0.553379235799151,0.544599082558974
"2000-07",-0.0160183878069318,-0.0465115873824741,-0.0100294891998409,-0.00469698394619567,-0.737969567501922,-0.7081865785142,-0.506216825046821,-0.503156384509055,0.0641854486825159,0.0594693419469442,0.093570394069324,0.0837023857721504,0.544599082558974,0.501528229987649
"2000-08",-0.0465115873824741,-0.0121951679187146,-0.00469698394619567,0.0335277259898086,-0.7081865785142,-0.694200889898107,-0.503156384509055,-0.485860245810616,0.0594693419469442,0.0542970164344774,0.0837023857721504,0.0775799984720684,0.501528229987649,0.481914875535324
"2000-09",-0.0121951679187146,-0.0382715544026232,0.0335277259898086,0.00599922859755209,-0.694200889898107,-0.686967418895322,-0.485860245810616,-0.48744328624093,0.0542970164344774,0.0509693531282562,0.0775799984720684,0.071832530982847,0.481914875535324,0.4719242346237
"2000-10",-0.0382715544026232,-0.112965332462518,0.00599922859755209,-0.0535982091894978,-0.686967418895322,-0.398452395186064,-0.48744328624093,-0.327137922417655,0.0509693531282562,0.0573334142156378,0.071832530982847,0.0698318190981541,0.4719242346237,0.158764311229512
"2000-11",-0.112965332462518,-0.195369018425034,-0.0535982091894978,-0.110835527271775,-0.398452395186064,0.0691788090477655,-0.327137922417655,0.0705587698654068,0.0573334142156378,0.0756401501252411,0.0698318190981541,0.0741608096603712,0.158764311229512,0.00478570762126721
"2000-12",-0.195369018425034,-0.190647487468041,-0.110835527271775,-0.0113625476490857,0.0691788090477655,0.0537750617134682,0.0705587698654068,0.0643262848605797,0.0756401501252411,0.0841636980415694,0.0741608096603712,0.0703586110410157,0.00478570762126721,0.00289175726228732
"2001-01",-0.190647487468041,0.599999958372336,-0.0113625476490857,0.110452503554991,0.0537750617134682,0.45192786214747,0.0643262848605797,1.22580055961911,0.0841636980415694,0.206214933325919,0.0703586110410157,0.0760272731396234,0.00289175726228732,0.204238792585182
"2001-02",0.599999958372336,0.0194444787728163,0.110452503554991,-0.0558125355254053,0.45192786214747,0.436613973932754,1.22580055961911,1.16170478742119,0.206214933325919,0.197535685170711,0.0760272731396234,0.0742416157958413,0.204238792585182,0.190631762233352
"2001-03",0.0194444787728163,-0.0653951357008402,-0.0558125355254053,-0.0254518265380342,0.436613973932754,0.439959886889061,1.16170478742119,1.1726027405836,0.197535685170711,0.190553739192352,0.0742416157958413,0.0714956554677925,0.190631762233352,0.193564702071435
"2001-04",-0.0653951357008402,0.227405193080432,-0.0254518265380342,0.0486340368070792,0.439959886889061,0.474052090678586,1.1726027405836,1.3003138691438,0.190553739192352,0.193261242587089,0.0714956554677925,0.0704567553031452,0.193564702071435,0.224725384676738
"2001-05",0.227405193080432,-0.148456013278237,0.0486340368070792,-0.026667329647321,0.474052090678586,0.478933985687224,1.3003138691438,1.33842623049226,0.193261242587089,0.190840067828664,0.0704567553031452,0.0682890040793556,0.224725384676738,0.22937776264625
"2001-06",-0.148456013278237,-0.0362621837674287,-0.026667329647321,-0.0655004149056859,0.478933985687224,0.477455352245513,1.33842623049226,1.30512211926814,0.190840067828664,0.184985359353377,0.0682890040793556,0.0676735522342207,0.22937776264625,0.227963613387887
"2001-07",-0.0362621837674287,-0.114327044182015,-0.0655004149056859,-0.0448729921040376,0.477455352245513,0.486914848637255,1.30512211926814,1.3345893839905,0.184985359353377,0.181388985240991,0.0676735522342207,0.0661784001525604,0.227963613387887,0.237086069823441
"2001-08",-0.114327044182015,-0.00326800136392136,-0.0448729921040376,-0.0187382536114387,0.486914848637255,0.486560869165603,1.3345893839905,1.33321083641883,0.181388985240991,0.176282764381151,0.0661784001525604,0.0643351319335229,0.237086069823441,0.236741479403187
"2001-09",-0.00326800136392136,-0.163934428746631,-0.0187382536114387,-0.121029630295538,0.486560869165603,0.516453692488245,1.33321083641883,1.34536603335524,0.176282764381151,0.175070909485348,0.0643351319335229,0.0672055153834177,0.236741479403187,0.266724416484742
"2001-10",-0.163934428746631,0.0392156502644165,-0.121029630295538,0.0629340722843177,0.516453692488245,0.515921227034289,1.34536603335524,1.30158402274164,0.175070909485348,0.171065400408465,0.0672055153834177,0.0678068182612949,0.266724416484742,0.266174712504566
"2001-11",0.0392156502644165,0.0150943793015577,0.0629340722843177,0.0759425807413574,0.515921227034289,0.50551893282633,1.30158402274164,1.22625060735532,0.171065400408465,0.167054214870958,0.0678068182612949,0.0688677077256171,0.266174712504566,0.255549391445872
"2001-12",0.0150943793015577,0.00185870823042489,0.0759425807413574,0.00393312531164436,0.50551893282633,0.505748277856551,1.22625060735532,1.22594842970963,0.167054214870958,0.163239792549883,0.0688677077256171,0.0673423465123392,0.255549391445872,0.255781320554867
