"Date","X1","Y1","X1","Y1","X1","Y1","X1","Y1","X1","Y1"
"2017-05",18.1049995422363,17.7999992370605,10715.7998046875,10880,1,0.824480742203425,0.00575327518689475,0.0030108580307354,1,0.679768494264311
"2017-06",17.7999992370605,18.5400009155273,10880,10444.5,0.824480742203425,0.158414581738998,0.0030108580307354,0.000610202651441548,0.679768494264311,0.0250951797075417
"2017-07",18.5400009155273,19.5599994659424,10444.5,10502.2001953125,0.158414581738998,-0.118946142364828,0.000610202651441548,-0.000665086562946057,0.0250951797075417,0.0141481847834739
"2017-08",19.5599994659424,19.6350002288818,10502.2001953125,10299.5,-0.118946142364828,-0.399388549669853,-0.000665086562946057,-0.00215312270247221,0.0141481847834739,0.159511213607389
"2017-09",19.6350002288818,18.1000003814697,10299.5,10381.5,-0.399388549669853,-0.344311320689631,-0.00215312270247221,-0.00176986951061678,0.159511213607389,0.118550285555038
"2017-10",18.1000003814697,17.6450004577637,10381.5,10523.5,-0.344311320689631,-0.332065456365122,-0.00176986951061678,-0.00176201696082215,0.118550285555038,0.110267467310977
"2017-11",17.6450004577637,17.8199996948242,10523.5,10211,-0.332065456365122,-0.201853682357429,-0.00176201696082215,-0.000929229503704402,0.110267467310977,0.040744909081254
"2017-12",17.8199996948242,18.2999992370605,10211,10043.900390625,-0.201853682357429,-0.182380615690746,-0.000929229503704402,-0.000676785528748612,0.040744909081254,0.0332626889797355
"2018-01",18.2999992370605,18.5,10043.900390625,10451.5,-0.182380615690746,-0.180755991304213,-0.000676785528748612,-0.000674225200894824,0.0332626889797355,0.0326727283923686
"2018-02",18.5,15.5,10451.5,9840.2998046875,-0.180755991304213,0.341169992896596,-0.000674225200894824,0.00138560364941392,0.0326727283923686,0.116396964053063
"2018-03",15.5,15.2600002288818,9840.2998046875,9600.400390625,0.341169992896596,0.582736585627958,0.00138560364941392,0.00223023900633615,0.116396964053063,0.33958192822933
"2018-04",15.2600002288818,16.0599994659424,9600.400390625,9980.599609375,0.582736585627958,0.620508026472333,0.00223023900633615,0.00243184255074177,0.33958192822933,0.38503021091659
"2018-05",16.0599994659424,16.1599998474121,9980.599609375,9465.5,0.620508026472333,0.654683085578595,0.00243184255074177,0.00224118368347183,0.38503021091659,0.428609942542711
"2018-06",16.1599998474121,16.0400009155273,9465.5,9622.7001953125,0.654683085578595,0.687741879238526,0.00224118368347183,0.00226899900744092,0.428609942542711,0.472988892458539
"2018-07",16.0400009155273,16.2000007629395,9622.7001953125,9870.7001953125,0.687741879238526,0.7019264959351,0.00226899900744092,0.00232887728177422,0.472988892458539,0.492700805695728
"2018-08",16.2000007629395,15.8400001525879,9870.7001953125,9399.099609375,0.7019264959351,0.726157145464104,0.00232887728177422,0.002263645463757,0.492700805695728,0.527304199908577
"2018-09",15.8400001525879,15.6599998474121,9399.099609375,9389.2001953125,0.726157145464104,0.750140912448874,0.002263645463757,0.00225163199451882,0.527304199908577,0.56271138852963
"2018-10",15.6599998474121,14.1999998092651,9389.2001953125,8893.5,0.750140912448874,0.805784909133355,0.00225163199451882,0.00231582719369605,0.56271138852963,0.649289319787049
"2018-11",14.1999998092651,13.5600004196167,8893.5,9077.2001953125,0.805784909133355,0.836981877152058,0.00231582719369605,0.00250667741532101,0.649289319787049,0.700538662680983
"2018-12",13.5600004196167,13,9077.2001953125,8539.900390625,0.836981877152058,0.873268688681003,0.00250667741532101,0.00254835647265285,0.700538662680983,0.762598202630638
"2019-01",13,12.5200004577637,8539.900390625,9056.7001953125,0.873268688681003,0.877343410401505,0.00254835647265285,0.0027340854786931,0.762598202630638,0.769731459774944
"2019-02",12.5200004577637,11.5200004577637,9056.7001953125,9277.7001953125,0.877343410401505,0.853137728218036,0.0027340854786931,0.00294716313151533,0.769731459774944,0.727843983309031
"2019-03",11.5200004577637,10.6999998092651,9277.7001953125,9240.2998046875,0.853137728218036,0.832804425504036,0.00294716313151533,0.00318380413255988,0.727843983309031,0.693563211139108
"2019-04",10.6999998092651,10.1499996185303,9240.2998046875,9570.599609375,0.832804425504036,0.78280404077381,0.00318380413255988,0.00332221815294096,0.693563211139108,0.612782166251805
"2019-05",10.1499996185303,10.9799995422363,9570.599609375,9004.2001953125,0.78280404077381,0.798190476819913,0.00332221815294096,0.00348680475299343,0.612782166251805,0.637108037286
"2019-06",10.9799995422363,10.6999998092651,9004.2001953125,9198.7998046875,0.798190476819913,0.80093503545292,0.00348680475299343,0.00364356137060088,0.637108037286,0.64149693101597
"2019-07",10.6999998092651,11.1400003433228,9198.7998046875,8971,0.80093503545292,0.813260466412598,0.00364356137060088,0.00374143396005567,0.64149693101597,0.661392586229636
"2019-08",11.1400003433228,11.1899995803833,8971,8812.900390625,0.813260466412598,0.825865701325103,0.00374143396005567,0.00379017952256908,0.661392586229636,0.682054156625204
"2019-09",11.1899995803833,12.3400001525879,8812.900390625,9244.599609375,0.825865701325103,0.829210619497536,0.00379017952256908,0.00383015925318749,0.682054156625204,0.687590251487488
"2019-10",12.3400001525879,11.8000001907349,9244.599609375,9257.5,0.829210619497536,0.831160278677799,0.00383015925318749,0.00388568896671394,0.687590251487488,0.690827408851756
"2019-11",11.8000001907349,11.4700002670288,9257.5,9352,0.831160278677799,0.829107801848138,0.00388568896671394,0.00394366962081916,0.690827408851756,0.687419747085451
"2019-12",11.4700002670288,11,9352,9549.2001953125,0.829107801848138,0.816156551143787,0.00394366962081916,0.00397838085356896,0.687419747085451,0.666111515974921
