"Date","Close","CloseI","correlation","beta","sdC","sdI","r2"
"2020-12",1.19999996821085,-0.000396155340531279,-1,-4.30115422633225,0.767039989650341,0.17833352381424,1
"2021-01",-0.20303025683533,-0.0391642230530287,-0.181524158975745,-0.84513517103675,0.735582703973327,0.157993698844722,0.0329510202918516
"2021-02",-0.236692073806414,0.060264260393168,-0.143534095653568,-0.748228817079953,0.673025875369731,0.129107778486328,0.0206020366150877
"2021-03",0.310087273673069,0.0431610942249241,-0.149412008395411,-0.776910709756351,0.584283006673028,0.112366706240546,0.0223239482527503
"2021-04",-0.187262374648947,0.0273892773892774,-0.0951333793563852,-0.51574110314713,0.550568999657779,0.101557717984263,0.00905035986776589
"2021-05",-0.171345043263908,0.0378786603091321,-0.0726139954010511,-0.404905481169179,0.518555924737297,0.0929955737455898,0.00527279232810387
"2021-06",0.0628087747728179,-0.0358185335199734,-0.05388549574844,-0.281984563199285,0.480487936252866,0.0918182554122031,0.00290364665205514
"2021-07",-0.0982736025679545,-0.0164943541443847,-0.0172569853995633,-0.0890363729622843,0.454848051570874,0.088158422494404,0.00029780354508074
"2021-08",0.0184094257293466,0.0196986306828395,-0.0139295566789303,-0.0718163134860229,0.429398297853826,0.0832864795956863,0.000194032549271531
"2021-09",0.00723068561253637,-0.00568577836779183,-0.00541548558027956,-0.0276337211690115,0.407969670592813,0.0799513700950402,2.93274840702158e-05
"2021-10",0.105527586586507,0.0297170851868533,-0.00553962158852368,-0.0282743324327233,0.389088336985729,0.0762317609633241,3.06874073440376e-05
"2021-11",-0.137012968113218,-0.0830895889363817,0.0575533508118704,0.272899548564566,0.377218184138411,0.0795537061110169,0.00331238818967422
"2021-12",-0.068472524456292,0.049210751771255,0.0481602542985557,0.228377507325127,0.364053413049102,0.0767715925970826,0.00231941009410155
"2022-01",-0.153473388904763,-0.0115908102393709,0.0657108893504794,0.312692875342482,0.354769880592254,0.0745531676823379,0.00431792097923095
"2022-02",-0.0538167176202976,-0.0155117513938138,0.0735645038995206,0.347937698164824,0.343501103519522,0.0726264742298231,0.00541173623398258
"2022-03",0.0730133068145975,-0.00402167482215499,0.0708704984194472,0.33425220496645,0.332743171212158,0.0705505424918291,0.00502262754622087
"2022-04",-0.231203003643771,0.0164711598881655,0.0706282864988161,0.339305895513848,0.328817774479528,0.0684451295686236,0.00498835485375884
"2022-05",0.0596576892262322,0.0311385800197743,0.0718307300699352,0.344871223246089,0.319685943248912,0.0665850704518752,0.00515965378237989
"2022-06",-0.088601765837753,-0.0850477099573519,0.0940332110108358,0.426398355620531,0.312134587204077,0.0688347342700866,0.00884224477300838
"2022-07",0.232405056139727,0.00709990475178723,0.0897136623870594,0.411587524355798,0.30786974248053,0.0671063151861059,0.00804854121889927
"2022-08",0.0764173661192495,-0.0331159230019245,0.0833720330809858,0.378457562600525,0.300638999045987,0.0662290493065226,0.00695089590005699
"2022-09",-0.183206031153119,-0.0658500762782717,0.115820091483937,0.516044339987304,0.297031964607194,0.0666653359967193,0.0134142935913476
"2022-10",-0.00327112502703031,0.0800483535520096,0.109415792612902,0.475539517226162,0.290540162774091,0.0668497170986734,0.0119718156731095
"2022-11",0.114392971513841,0.0511154647536605,0.116579134625127,0.5040022644087,0.285068076578764,0.0659381753290156,0.0135906946299435
"2022-12",-0.131678666332459,-0.0160346019233956,0.124712849253123,0.540307218505979,0.280937928235299,0.0648456439104672,0.0155532947688323
"2023-01",0.352955506863023,0.0978114774194758,0.175421258739189,0.755240104184425,0.282991657036926,0.065731086597573,0.0307726180176415
"2023-02",-0.0438674814477473,0.0310272088429822,0.172605465944432,0.743155617568952,0.278042087227354,0.0645781083846643,0.0297926468738945
