"Date","Close"
"2000-01",-2.71768712997437
"2000-02",-3.1173460483551
"2000-03",7.41684436798096
"2000-04",7.31335306167603
"2000-05",6.50267505645752
"2000-06",6.0542140007019
"2000-07",-8.50994110107422
"2000-08",-8.50994110107422
"2000-09",-8.26679992675781
"2000-10",-7.56168937683105
"2000-11",-6.78363752365112
"2000-12",-5.5193042755127
"2001-01",-7.78051662445068
"2001-02",-7.12403583526611
"2001-03",-6.34598350524902
"2001-04",-7.22129201889038
"2001-05",-7.46443271636963
"2001-06",2.32002830505371
"2001-07",2.18745517730713
"2001-08",2.19574093818665
"2001-09",1.97202396392822
"2001-10",2.19574093818665
"2001-11",2.18745517730713
"2001-12",2.23716998100281
"2002-01",2.15431189537048
"2002-02",2.12116861343384
"2002-03",2.22059869766235
"2002-04",2.60174584388733
"2002-05",2.60174584388733
"2002-06",2.40072011947632
"2002-07",2.2580201625824
"2002-08",2.19086670875549
"2002-09",2.07334923744202
"2002-10",2.10692572593689
"2002-11",2.14889645576477
"2002-12",1.85510206222534
"2003-01",1.9222549200058
"2003-02",1.80473732948303
"2003-03",2.17407870292664
"2003-04",2.14050221443176
"2003-05",2.10692572593689
"2003-06",1.98101377487183
"2003-07",1.99780213832855
"2003-08",2.05656099319458
"2003-09",2.20765542984009
"2003-10",2.35035538673401
"2003-11",2.39232563972473
"2003-12",2.54342031478882
"2004-01",2.71969676017761
"2004-02",2.73648524284363
"2004-03",2.46787333488464
"2004-04",2.4846613407135
"2004-05",2.45947909355164
"2004-06",2.45947909355164
"2004-07",2.38393187522888
"2004-08",2.35874962806702
"2004-09",2.29999089241028
"2004-10",2.68612027168274
"2004-11",3.02188563346863
"2004-12",2.84560918807983
"2005-01",3.02188563346863
"2005-02",3.0974326133728
"2005-03",3.30728602409363
"2005-04",4.07115125656128
"2005-05",4.36494541168213
"2005-06",4.79304695129395
"2005-07",4.92735195159912
"2005-08",4.44888734817505
"2005-09",4.37334012985229
"2005-10",4.28100442886353
"2005-11",4.00399827957153
"2005-12",3.97042179107666
"2006-01",4.66713428497314
"2006-02",4.93574666976929
"2006-03",3.97042179107666
"2006-04",4.50764608383179
"2006-05",3.71020412445068
"2006-06",3.60947465896606
"2006-07",3.18137407302856
"2006-08",3.60947465896606
"2006-09",3.78575110435486
"2006-10",4.39012765884399
"2006-11",4.1718807220459
"2006-12",3.90326881408691
"2007-01",4.77625799179077
"2007-02",6.01858901977539
"2007-03",5.43099975585938
"2007-04",5.08684062957764
"2007-05",5.41421127319336
"2007-06",5.26311683654785
"2007-07",5.89267683029175
"2007-08",5.62406492233276
"2007-09",5.89267683029175
"2007-10",5.82552433013916
"2007-11",4.95253467559814
"2007-12",4.80983448028564
"2008-01",4.19706249237061
"2008-02",3.86129856109619
"2008-03",4.39852237701416
"2008-04",5.00289964675903
"2008-05",5.43099975585938
"2008-06",5.04487037658691
"2008-07",5.13720560073853
"2008-08",5.01968717575073
"2008-09",4.81822824478149
"2008-10",3.96202754974365
"2008-11",2.89597392082214
"2008-12",2.47626733779907
"2009-01",2.53502583503723
"2009-02",1.9306492805481
"2009-03",1.67043113708496
"2009-04",2.03137874603271
"2009-05",1.97261965274811
"2009-06",1.85510206222534
