"Date","Open","High","Low","Close","Volume","Adjusted"
"2000-01-03",8.80000019073486,8.80000019073486,8.27999973297119,8.34000015258789,93783,5.5876612663269
"2000-01-04",8.5,8.73999977111816,7.94999980926514,8.14000034332275,98760,5.45366525650024
"2000-01-05",8.09000015258789,8.09000015258789,7.78000020980835,8,84334,5.35986661911011
"2000-01-06",NA,NA,NA,NA,NA,NA
"2000-01-07",8.14999961853027,8.23999977111816,8,8.10000038146973,54641,5.42686462402344
"2000-01-10",8.18000030517578,8.30000019073486,8,8,93649,5.35986661911011
"2000-01-11",8.28999996185303,8.28999996185303,7.90000009536743,8,65111,5.35986661911011
"2000-01-12",7.80999994277954,8,7.78000020980835,7.82000017166138,82291,5.23926973342896
"2000-01-13",7.80999994277954,7.92999982833862,7.59999990463257,7.69000005722046,72543,5.15217208862305
"2000-01-14",7.51000022888184,7.69999980926514,7.28999996185303,7.30000019073486,146184,4.89087867736816
"2000-01-17",7.30999994277954,7.5,6.78000020980835,6.78000020980835,174625,4.54248762130737
"2000-01-18",6.78000020980835,7,6.30999994277954,6.40000009536743,285284,4.28789377212524
"2000-01-19",6.36999988555908,6.44000005722046,6.17999982833862,6.30000019073486,267376,4.22089529037476
"2000-01-20",6.69999980926514,6.92999982833862,6.34999990463257,6.90000009536743,223036,4.62288475036621
"2000-01-21",6.98999977111816,7.28000020980835,6.90000009536743,7.17999982833862,118308,4.81048011779785
"2000-01-24",7.28999996185303,7.40000009536743,7.21000003814697,7.25,97182,4.85737943649292
"2000-01-25",7.32000017166138,7.32000017166138,7.21000003814697,7.25,60041,4.85737943649292
"2000-01-26",7.30000019073486,7.30000019073486,7.1100001335144,7.1100001335144,100101,4.7635817527771
"2000-01-27",7.25,7.32999992370605,7.1100001335144,7.30000019073486,174593,4.89087867736816
"2000-01-28",7.30000019073486,7.30000019073486,7.05000019073486,7.15000009536743,204612,4.79038095474243
"2000-01-31",7.09999990463257,7.09999990463257,6.98000001907349,7.07000017166138,153147,4.73678255081177
"2000-02-01",7.19999980926514,7.26000022888184,7,7.05000019073486,45782,4.72338247299194
"2000-02-02",7.09999990463257,7.09999990463257,6.90999984741211,6.94999980926514,33755,4.65638399124146
"2000-02-03",7,7.01000022888184,6.90999984741211,6.90999984741211,27634,4.62958478927612
"2000-02-04",6.92000007629395,7.23999977111816,6.92000007629395,7.07999992370605,310480,4.74348211288452
"2000-02-07",7.21999979019165,7.23999977111816,7.1100001335144,7.21999979019165,72956,4.8372802734375
"2000-02-08",7.13000011444092,7.28999996185303,7.09999990463257,7.15000009536743,70315,4.79038095474243
"2000-02-09",7.25,7.25,7.1100001335144,7.15000009536743,86668,4.79038095474243
"2000-02-10",7.09999990463257,7.15000009536743,6.92000007629395,6.92000007629395,135436,4.63628435134888
"2000-02-11",7,7,6.90999984741211,6.90999984741211,91323,4.62958478927612
"2000-02-14",7,7,6.55999994277954,6.69000005722046,157762,4.48218870162964
"2000-02-15",6.6100001335144,6.98000001907349,6.55000019073486,6.57999992370605,170139,4.4084906578064
"2000-02-16",6.73000001907349,6.78999996185303,6.69999980926514,6.71999979019165,48493,4.50228786468506
"2000-02-17",6.71000003814697,6.84999990463257,6.6100001335144,6.73000001907349,132844,4.50898838043213
"2000-02-18",6.84999990463257,7.73000001907349,6.75,7.73000001907349,212399,5.17897129058838
"2000-02-21",7.75,8.01000022888184,7.40000009536743,7.44999980926514,358167,4.99137544631958
"2000-02-22",7.73000001907349,7.80000019073486,7.55000019073486,7.59999990463257,110990,5.09187269210815
"2000-02-23",7.88000011444092,7.90000009536743,7.30000019073486,7.3600001335144,398832,4.93107795715332
"2000-02-24",7.71000003814697,8.19999980926514,7.71000003814697,8.14000034332275,268204,5.45366525650024
"2000-02-25",8.1899995803833,8.9399995803833,8.09000015258789,8.35000038146973,474484,5.59436082839966
"2000-02-28",8.59000015258789,8.6899995803833,8.35000038146973,8.4399995803833,98799,5.65465927124023
"2000-02-29",8.60000038146973,8.64999961853027,8.10999965667725,8.1899995803833,76749,5.48716354370117
"2000-03-01",8.17000007629395,8.39999961853027,8.14999961853027,8.14999961853027,47912,5.46036434173584
"2000-03-02",8.28999996185303,8.5,8,8.39999961853027,139502,5.62786054611206
"2000-03-03",8.5,8.67000007629395,8.5,8.64999961853027,115128,5.79535579681396
"2000-03-06",8.69999980926514,9.28999996185303,8.60999965667725,9.28999996185303,236229,6.22414493560791
"2000-03-07",9.39999961853027,9.56999969482422,8.75,9.01000022888184,138940,6.03655099868774
"2000-03-08",8.94999980926514,9.10999965667725,8.72000026702881,8.94999980926514,188200,5.99635076522827
"2000-03-09",9.13000011444092,9.39000034332275,8.96000003814697,9.10000038146973,148123,6.09684896469116
"2000-03-10",9.23999977111816,9.23999977111816,8.75,8.84000015258789,371791,5.92265367507935
"2000-03-13",NA,NA,NA,NA,NA,NA
"2000-03-14",8.76000022888184,8.84000015258789,8.65999984741211,8.72999954223633,34190,5.84895420074463
"2000-03-15",8.75,8.85000038146973,8.64999961853027,8.65999984741211,154598,5.80205583572388
"2000-03-16",8.64999961853027,8.85000038146973,8.64999961853027,8.82999992370605,460047,5.91595268249512
"2000-03-17",8.69999980926514,9.14999961853027,8.69999980926514,9,92181,6.02985048294067
"2000-03-20",8.89999961853027,9.6899995803833,8.89999961853027,9.6899995803833,225694,6.49213838577271
"2000-03-21",9.60999965667725,9.68000030517578,9.44999980926514,9.60000038146973,111659,6.43184089660645
"2000-03-22",9.60999965667725,9.80000019073486,9.5,9.80000019073486,145897,6.56583642959595
"2000-03-23",9.85000038146973,9.85999965667725,9.72000026702881,9.75,64799,6.53233814239502
"2000-03-24",9.82999992370605,10.6499996185303,9.80000019073486,10.5799999237061,339140,7.08842325210571
"2000-03-27",10.6199998855591,10.6999998092651,10.1000003814697,10.5200004577637,101071,7.04822587966919
"2000-03-28",10.5699996948242,10.6099996566772,10.1199998855591,10.3000001907349,120604,6.90082836151123
"2000-03-29",10.1199998855591,10.5100002288818,9.89999961853027,9.89999961853027,98929,6.63283395767212
"2000-03-30",10.1000003814697,10.1000003814697,9.5,9.52999973297119,59684,6.38494157791138
"2000-03-31",9.5,9.5,9.01000022888184,9.11999988555908,67750,6.11024808883667
"2000-04-03",9.55000019073486,9.55000019073486,9,9.02999973297119,69920,6.04994964599609
"2000-04-04",9.0600004196167,9.22000026702881,9.02000045776367,9.10000038146973,30459,6.09684896469116
"2000-04-05",9.17000007629395,9.1899995803833,8.89999961853027,9,72180,6.02985048294067
"2000-04-06",9.10000038146973,9.14999961853027,9,9.01000022888184,89037,6.03655099868774
"2000-04-07",9,9.10999965667725,9,9.05000019073486,47211,6.06334972381592
"2000-04-10",9.09000015258789,9.23999977111816,9.02000045776367,9.10000038146973,77731,6.09684896469116
"2000-04-11",9.25,9.25,9.02000045776367,9.05000019073486,30091,6.06334972381592
"2000-04-12",9.01000022888184,9.09000015258789,9,9,39657,6.02985048294067
"2000-04-13",9,9.05000019073486,9,9,22766,6.02985048294067
"2000-04-14",9.05000019073486,9.05000019073486,9,9,23940,6.02985048294067
"2000-04-17",8.80000019073486,8.89999961853027,8.5,8.82999992370605,64776,5.91595268249512
"2000-04-18",9,9.18000030517578,8.93000030517578,9,47364,6.02985048294067
"2000-04-19",9.10000038146973,9.30000019073486,9,9.28999996185303,58490,6.22414493560791
"2000-04-20",9.19999980926514,9.35000038146973,9.11999988555908,9.18000030517578,10203,6.15044736862183
"2000-04-21",NA,NA,NA,NA,NA,NA
"2000-04-24",NA,NA,NA,NA,NA,NA
"2000-04-25",9.39000034332275,9.44999980926514,9.25,9.4399995803833,22175,6.3246431350708
"2000-04-26",9.55000019073486,9.85000038146973,9.5,9.80000019073486,192142,6.56583642959595
"2000-04-27",9.78999996185303,9.98999977111816,9.75,9.77999973297119,52885,6.55243730545044
"2000-04-28",9.69999980926514,9.75,9.60000038146973,9.69999980926514,33309,6.49883842468262
"2000-05-01",NA,NA,NA,NA,NA,NA
"2000-05-02",9.94999980926514,9.94999980926514,9.61999988555908,9.80000019073486,26298,6.56583642959595
"2000-05-03",9.94999980926514,9.94999980926514,9.65999984741211,9.68000030517578,29257,6.48544025421143
"2000-05-04",9.75,9.78999996185303,9.28999996185303,9.28999996185303,18418,6.22414493560791
"2000-05-05",9.39999961853027,9.5,9.30000019073486,9.44999980926514,9150,6.3313422203064
"2000-05-08",9.44999980926514,9.60000038146973,9.25,9.42000007629395,88887,6.31124353408813
"2000-05-09",NA,NA,NA,NA,NA,NA
"2000-05-10",9.3100004196167,9.44999980926514,9.30000019073486,9.3100004196167,22146,6.23754549026489
"2000-05-11",9.25,9.28999996185303,9,9,102829,6.02985048294067
"2000-05-12",9.32999992370605,9.32999992370605,9,9.01000022888184,27550,6.03655099868774
"2000-05-15",9.10000038146973,9.10999965667725,9,9,13010,6.02985048294067
"2000-05-16",9.02000045776367,9.0600004196167,9,9.01000022888184,25977,6.03655099868774
"2000-05-17",9.01000022888184,9.02999973297119,9,9,30850,6.02985048294067
"2000-05-18",9,9.03999996185303,9,9.03999996185303,38785,6.05665016174316
"2000-05-19",9.02000045776367,9.02999973297119,8.89999961853027,8.90999984741211,42184,5.96955156326294
"2000-05-22",8.89999961853027,8.97999954223633,8.11999988555908,8.75,28072,5.86235475540161
"2000-05-23",8.75,8.75,8.30000019073486,8.30000019073486,15834,5.56086158752441
"2000-05-24",8.67000007629395,8.72000026702881,8.35000038146973,8.72000026702881,100150,5.84225463867188
"2000-05-25",8.65999984741211,8.89999961853027,8.60000038146973,8.75,216257,5.86235475540161
"2000-05-26",8.80000019073486,8.80000019073486,8.69999980926514,8.77999973297119,16108,5.88245391845703
"2000-05-29",8.75,8.89000034332275,8.51000022888184,8.51000022888184,19050,5.70155954360962
"2000-05-30",8.8100004196167,8.8100004196167,8.52999973297119,8.55000019073486,11435,5.72835731506348
"2000-05-31",8.78999996185303,8.78999996185303,8.5,8.52999973297119,9903,5.71495866775513
"2000-06-01",8.76000022888184,8.76000022888184,8.5,8.63000011444092,8815,5.7819561958313
"2000-06-02",8.69999980926514,8.77999973297119,8.53999996185303,8.55000019073486,59902,5.72835731506348
"2000-06-05",8.78999996185303,8.78999996185303,8.60000038146973,8.63000011444092,65728,5.7819561958313
"2000-06-06",8.80000019073486,8.80000019073486,8.60999965667725,8.60999965667725,13000,5.76855659484863
"2000-06-07",8.60999965667725,8.69999980926514,8.5,8.52999973297119,51987,5.71495866775513
"2000-06-08",8.6899995803833,8.6899995803833,8.39999961853027,8.39999961853027,20392,5.62786054611206
"2000-06-09",8.39999961853027,8.39999961853027,8.14000034332275,8.19999980926514,30605,5.49386310577393
"2000-06-12",8.21000003814697,8.53999996185303,8.21000003814697,8.27000045776367,15898,5.54076290130615
"2000-06-13",8.25,8.34000015258789,8.19999980926514,8.25,25694,5.52736282348633
"2000-06-14",8.27000045776367,8.28999996185303,8.14999961853027,8.17000007629395,25745,5.47376441955566
"2000-06-15",8.23999977111816,8.25,8.14000034332275,8.19999980926514,50198,5.49386310577393
"2000-06-16",8.23999977111816,8.23999977111816,8.03999996185303,8.03999996185303,18738,5.38666677474976
"2000-06-19",NA,NA,NA,NA,NA,NA
"2000-06-20",7.90000009536743,7.90000009536743,7.44999980926514,7.44999980926514,65900,4.99137544631958
"2000-06-21",7.5,7.5,7.3600001335144,7.3899998664856,38831,4.95117712020874
"2000-06-22",7.30000019073486,7.34999990463257,6.98000001907349,7.30000019073486,88326,4.89087867736816
"2000-06-23",7.44000005722046,8,7.30000019073486,7.55000019073486,80962,5.05837392807007
"2000-06-26",7.75,7.75,7.59999990463257,7.59999990463257,28945,5.09187269210815
"2000-06-27",7.51000022888184,7.73999977111816,7.51000022888184,7.59999990463257,43379,5.09187269210815
"2000-06-28",7.61999988555908,7.61999988555908,7.42000007629395,7.57999992370605,20115,5.07847356796265
"2000-06-29",7.5,7.5,7.34999990463257,7.34999990463257,22186,4.92437791824341
"2000-06-30",7.53999996185303,7.53999996185303,7.34000015258789,7.34000015258789,11351,4.9176778793335
"2000-07-03",7.40000009536743,7.44999980926514,7.28999996185303,7.34000015258789,10398,4.9176778793335
"2000-07-04",7.3600001335144,7.48999977111816,7.34000015258789,7.3899998664856,16080,4.95117712020874
"2000-07-05",7.44000005722046,7.59999990463257,7.40000009536743,7.57999992370605,18735,5.07847356796265
"2000-07-06",7.6399998664856,7.69999980926514,7.5,7.59999990463257,12514,5.09187269210815
"2000-07-07",NA,NA,NA,NA,NA,NA
"2000-07-10",7.5,7.53999996185303,7.40999984741211,7.48999977111816,7122,5.01817560195923
"2000-07-11",7.40999984741211,7.69000005722046,7.40999984741211,7.48000001907349,24503,5.01147603988647
"2000-07-12",7.5,7.5,7.40000009536743,7.5,10928,5.02487516403198
"2000-07-13",7.5,7.5,7.40999984741211,7.5,28375,5.02487516403198
"2000-07-14",7.42999982833862,7.48999977111816,7.40000009536743,7.44999980926514,20103,4.99137544631958
"2000-07-17",7.5,7.5,7.38000011444092,7.38000011444092,19719,4.94447755813599
"2000-07-18",7.38000011444092,7.5,7.34000015258789,7.38000011444092,7297,4.94447755813599
"2000-07-19",7.5,7.5,7.32000017166138,7.46000003814697,18192,4.99807596206665
"2000-07-20",7.48999977111816,7.5,7.36999988555908,7.44999980926514,5530,4.99137544631958
"2000-07-21",7.48000001907349,7.48000001907349,7.36999988555908,7.48000001907349,87934,5.01147603988647
"2000-07-24",NA,NA,NA,NA,NA,NA
"2000-07-25",7.5,7.5,7.25,7.25,19370,4.85737943649292
"2000-07-26",7.40000009536743,7.40000009536743,7.19999980926514,7.19999980926514,44230,4.82388067245483
"2000-07-27",NA,NA,NA,NA,NA,NA
"2000-07-28",7.25,7.30000019073486,7.19999980926514,7.19999980926514,66686,4.82388067245483
"2000-07-31",7.25,7.48000001907349,7.17999982833862,7.19999980926514,10865,4.82388067245483
"2000-08-01",7.21999979019165,7.25,7.17999982833862,7.17999982833862,36946,4.81048011779785
"2000-08-02",7.19999980926514,7.25,7.17999982833862,7.19999980926514,19224,4.82388067245483
